economy,series,Country,Series,YR1975,YR1976,YR1977,YR1978,YR1979,YR1980,YR1981,YR1982,YR1983,YR1984,YR1985,YR1986,YR1987,YR1988,YR1989,YR1990,YR1991,YR1992,YR1993,YR1994,YR1995,YR1996,YR1997,YR1998,YR1999,YR2000,YR2001,YR2002,YR2003,YR2004,YR2005,YR2006,YR2007,YR2008,YR2009,YR2010,YR2011,YR2012,YR2013,YR2014,YR2015,YR2016,YR2017,YR2018,YR2019,YR2020,YR2021,YR2022,YR2023,YR2024
KNA,SP.POP.TOTL,St. Kitts and Nevis,"Population, total",43606.0,43482.0,43358.0,43217.0,43033.0,42850.0,42698.0,42532.0,42334.0,42113.0,41874.0,41618.0,41348.0,41062.0,40758.0,40432.0,40358.0,40715.0,41242.0,41776.0,42326.0,42877.0,43428.0,43998.0,44601.0,45248.0,45761.0,46020.0,46176.0,46315.0,46437.0,46569.0,46706.0,46835.0,46916.0,46846.0,46886.0,47033.0,47069.0,47089.0,47087.0,47075.0,47050.0,47008.0,46952.0,46870.0,46763.0,46709.0,46758.0,
KIR,SP.POP.TOTL,Kiribati,"Population, total",60987.0,60661.0,60267.0,59864.0,60172.0,61148.0,62121.0,63134.0,64169.0,65228.0,66496.0,68059.0,69733.0,71427.0,73147.0,74855.0,76367.0,77641.0,78841.0,80021.0,81234.0,82623.0,84147.0,85657.0,87126.0,88613.0,90335.0,92264.0,94175.0,96085.0,98035.0,100017.0,102068.0,104222.0,106467.0,108704.0,110647.0,112284.0,113838.0,115326.0,116815.0,118478.0,120275.0,122084.0,123921.0,126099.0,128377.0,130469.0,132530.0,
KHM,SP.POP.TOTL,Cambodia,"Population, total",6581371.0,6134991.0,5668551.0,5211653.0,5088808.0,5199872.0,5284495.0,5436432.0,5636203.0,5845117.0,6043783.0,6285693.0,6557970.0,6812014.0,7073473.0,7374752.0,7686850.0,8113083.0,8616381.0,9239162.0,10018497.0,10801270.0,11570982.0,12058173.0,12265731.0,12462336.0,12658484.0,12855241.0,13050968.0,13244731.0,13439202.0,13639028.0,13841770.0,14053479.0,14276810.0,14500726.0,14722584.0,14945085.0,15170208.0,15396772.0,15623251.0,15852803.0,16073372.0,16274522.0,16481304.0,16725474.0,16974305.0,17201724.0,17423880.0,
KGZ,SP.POP.TOTL,Kyrgyz Republic,"Population, total",3292400.0,3358700.0,3423900.0,3487100.0,3552000.0,3617400.0,3685800.0,3759300.0,3838300.0,3916400.0,3990300.0,4066500.0,4144600.0,4218400.0,4307500.0,4391236.0,4463634.0,4515399.5,4516777.0,4515068.5,4560454.0,4628437.5,4696420.5,4769014.5,4840422.0,4898361.5,4945072.5,4990704.0,5043308.0,5104712.5,5162639.5,5218373.0,5268384.5,5318729.0,5389643.0,5467059.0,5546586.5,5652076.0,5777150.0,5905847.5,6040035.5,6175337.5,6306695.5,6444078.5,6590211.0,6726595.5,6851224.0,6975219.5,7099750.0,
KEN,SP.POP.TOTL,Kenya,"Population, total",13511671.0,13957623.0,14428819.0,14934126.0,15460666.0,16018459.0,16601507.0,17206175.0,17846374.0,18514906.0,19201768.0,19901646.0,20616096.0,21356219.0,22118434.0,22892651.0,23646514.0,24382460.0,25117188.0,25857130.0,26601751.0,27344211.0,28101768.0,28888057.0,29733408.0,30642890.0,31619170.0,32629808.0,33652223.0,34713455.0,35796484.0,36904008.0,38036349.0,39206351.0,40408891.0,41598567.0,42758461.0,43888303.0,44986791.0,46051440.0,47088526.0,48139687.0,49197766.0,50207107.0,51202827.0,52217334.0,53219166.0,54252461.0,55339003.0,
KAZ,SP.POP.TOTL,Kazakhstan,"Population, total",13700843.0,13998738.0,14353265.0,14711497.0,14978696.0,15152949.0,15323082.0,15492595.0,15665551.0,15844621.0,16031090.0,16262702.0,16527715.0,16781168.0,16997013.0,17154054.0,17278600.0,17332625.0,17274487.0,17043771.0,16730536.0,16416027.0,16043251.0,15647785.0,15455874.0,15501103.0,15575550.0,15656677.0,15747380.0,15850159.0,15968117.0,16103716.0,16257214.0,16426525.0,16619846.0,16836810.0,17066002.0,17306106.0,17556502.0,17816285.0,18084169.0,18363600.0,18651931.0,18932727.0,19209555.0,19482117.0,19743603.0,20034609.0,20330104.0,
JPN,SP.POP.TOTL,Japan,"Population, total",111573000.0,112775000.0,113872000.0,114913000.0,115890000.0,116807000.0,117661000.0,118480000.0,119307000.0,120083000.0,120837000.0,121482000.0,122069000.0,122578000.0,123069000.0,123478000.0,123964000.0,124425000.0,124829000.0,125178000.0,125472000.0,125757000.0,126057000.0,126400000.0,126631000.0,126843000.0,127149000.0,127445000.0,127718000.0,127761000.0,127773000.0,127854000.0,128001000.0,128063000.0,128047000.0,128070000.0,127833000.0,127629000.0,127445000.0,127276000.0,127141000.0,127076000.0,126972000.0,126811000.0,126633000.0,126261000.0,125681593.0,125124989.0,124516650.0,
JOR,SP.POP.TOTL,Jordan,"Population, total",1899055.0,1958177.0,2019002.0,2083595.0,2153882.0,2234186.0,2325517.0,2426927.0,2537307.0,2654688.0,2778810.0,2909887.0,3047634.0,3193039.0,3349627.0,3621908.0,3915149.0,4127693.0,4348020.0,4561406.0,4752096.0,4912516.0,5046285.0,5164284.0,5276444.0,5386945.0,5498894.0,5616066.0,5741828.0,5882061.0,6029587.0,6427371.0,6827227.0,6989866.0,7141753.0,7297043.0,7480424.0,7587127.0,7991809.0,8791710.0,9544729.0,10006367.0,10234226.0,10462306.0,10671891.0,10865228.0,11066356.0,11256263.0,11439213.0,
JAM,SP.POP.TOTL,Jamaica,"Population, total",2018981.0,2045578.0,2070657.0,2094836.0,2119486.0,2145658.0,2173818.0,2203889.0,2234832.0,2264562.0,2290656.0,2312125.0,2329813.0,2345777.0,2361916.0,2379877.0,2400869.0,2424701.0,2449916.0,2475220.0,2500151.0,2524463.0,2547848.0,2569736.0,2589795.0,2607826.0,2624403.0,2640572.0,2656623.0,2672225.0,2687066.0,2700968.0,2713800.0,2725635.0,2736995.0,2748568.0,2760494.0,2772430.0,2783687.0,2793749.0,2802534.0,2809915.0,2815764.0,2820097.0,2823271.0,2830739.0,2837682.0,2839144.0,2839786.0,
ITA,SP.POP.TOTL,Italy,"Population, total",55441001.0,55718260.0,55955411.0,56155143.0,56317749.0,56433883.0,56501675.0,56543548.0,56564074.0,56576718.0,56593071.0,56596155.0,56601931.0,56629288.0,56671781.0,56719240.0,56758521.0,56797087.0,56831821.0,56843400.0,56844303.0,56860281.0,56890372.0,56906744.0,56916317.0,56942108.0,56974100.0,57059007.0,57313203.0,57685327.0,57969484.0,58143979.0,58438310.0,58826731.0,59095365.0,59277417.0,59379449.0,59539717.0,60233948.0,60789140.0,60730582.0,60627498.0,60536709.0,60421760.0,59729081.0,59438851.0,59133173.0,59013667.0,58993475.0,
ISR,SP.POP.TOTL,Israel,"Population, total",3455000.0,3533000.0,3613000.0,3690000.0,3786000.0,3878000.0,3956000.0,4031000.0,4105000.0,4159000.0,4233000.0,4299000.0,4369000.0,4442000.0,4518000.0,4660000.0,4949000.0,5123000.0,5261000.0,5399000.0,5545000.0,5692000.0,5836000.0,5971000.0,6125000.0,6289000.0,6439000.0,6570000.0,6689700.0,6809000.0,6930100.0,7053700.0,7180100.0,7308800.0,7485600.0,7623600.0,7765800.0,7910500.0,8059500.0,8215700.0,8380100.0,8546000.0,8713300.0,8882800.0,9054000.0,9215100.0,9371400.0,9557500.0,9756600.0,
ISL,SP.POP.TOTL,Iceland,"Population, total",217979.0,220154.0,221799.0,223537.0,225735.0,228138.0,230755.0,233860.0,236977.0,239511.0,241405.0,243180.0,245859.0,249740.0,252852.0,254826.0,257797.0,261057.0,263725.0,266021.0,267468.0,268916.0,271128.0,274047.0,277381.0,281205.0,284968.0,287523.0,289521.0,292074.0,296734.0,303782.0,311566.0,317414.0,318499.0,318041.0,319014.0,320716.0,323764.0,327386.0,330815.0,335439.0,343400.0,352721.0,360563.0,366463.0,372520.0,382003.0,393349.0,
IRQ,SP.POP.TOTL,Iraq,"Population, total",11543639.0,11927651.0,12331046.0,12753355.0,13170365.0,13591992.0,14006381.0,14406083.0,14840555.0,15310733.0,15683430.0,16074145.0,16521049.0,16908819.0,17364542.0,17581206.0,17767253.0,18300845.0,19201195.0,20139807.0,20825860.0,21501321.0,22176593.0,22884399.0,23636527.0,24424056.0,25197840.0,26006559.0,26802659.0,27577878.0,28407448.0,28616515.0,28391607.0,28971036.0,30058206.0,31045366.0,32161424.0,33654842.0,35281989.0,36550059.0,37560535.0,38469627.0,39337353.0,40265624.0,41192171.0,42116605.0,43071211.0,44070551.0,45074049.0,
IRN,SP.POP.TOTL,"Iran, Islamic Rep.","Population, total",33802973.0,34837271.0,35933181.0,37126535.0,38424952.0,39842324.0,41989312.0,44272141.0,46029535.0,47793998.0,49582289.0,51446045.0,53323493.0,55072694.0,56704914.0,58380092.0,59986931.0,61184983.0,61403543.0,61520598.0,62205567.0,62881300.0,63639638.0,64519859.0,65445391.0,66418659.0,67452005.0,68011317.0,68769340.0,70256316.0,71828455.0,73392747.0,74602648.0,75514204.0,76457825.0,77420842.0,78383598.0,79370580.0,80414686.0,81502045.0,82619362.0,83812228.0,85026754.0,86117998.0,87051648.0,87723443.0,88455488.0,89524246.0,90608707.0,
IRL,SP.POP.TOTL,Ireland,"Population, total",3189550.0,3238050.0,3282200.0,3329100.0,3373750.0,3412800.0,3453000.0,3485800.0,3510600.0,3532423.0,3538082.0,3539690.0,3540057.0,3524949.0,3511009.0,3513974.0,3534235.0,3558430.0,3576261.0,3590386.0,3608841.0,3637510.0,3674171.0,3712696.0,3754786.0,3805174.0,3866243.0,3931947.0,3996521.0,4070262.0,4159914.0,4273591.0,4398942.0,4489544.0,4535375.0,4560155.0,4580084.0,4599533.0,4623816.0,4657740.0,4701957.0,4755335.0,4807388.0,4867316.0,4934340.0,4985382.0,5033164.0,5165700.0,5307600.0,
INX,SP.POP.TOTL,Not classified,"Population, total",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND,SP.POP.TOTL,India,"Population, total",611309535.0,625861883.0,640801103.0,655728229.0,671155747.0,687354025.0,703696250.0,720313473.0,737372681.0,754875449.0,772647793.0,790689978.0,808931270.0,827342990.0,846039529.0,864972221.0,883927600.0,902957070.0,922118387.0,941163767.0,960301044.0,979678458.0,999133762.0,1018665080.0,1038225823.0,1057922733.0,1077898575.0,1097600380.0,1116803006.0,1135991513.0,1154676322.0,1172878890.0,1190676021.0,1207930964.0,1225524753.0,1243481564.0,1261224954.0,1278674502.0,1295829511.0,1312277191.0,1328024498.0,1343944296.0,1359657400.0,1374659064.0,1389030312.0,1402617695.0,1414203896.0,1425423212.0,1438069596.0,
IMN,SP.POP.TOTL,Isle of Man,"Population, total",59959.0,60750.0,61566.0,62398.0,63239.0,64076.0,64596.0,64686.0,64630.0,64528.0,64401.0,64695.0,65597.0,66680.0,67790.0,68916.0,69808.0,70353.0,70772.0,71168.0,71513.0,72047.0,72909.0,73861.0,74790.0,75659.0,76476.0,77275.0,78049.0,78792.0,79516.0,80294.0,81147.0,82029.0,82939.0,83873.0,84382.0,84335.0,84141.0,83892.0,83593.0,83466.0,83609.0,83805.0,83957.0,84064.0,84106.0,84132.0,84165.0,
IDX,SP.POP.TOTL,IDA only,"Population, total",403490473.0,413493861.0,423528837.0,434243713.0,445668576.0,456345751.0,466765520.0,478635221.0,491539553.0,504601284.0,517799194.0,531186750.0,544890297.0,558703995.0,572812982.0,586979310.0,601389403.0,617296693.5,634448286.0,651560976.5,668804640.0,686333061.5,703897396.5,721576179.5,739321546.0,756964298.5,774784692.5,793636477.0,812878368.0,831899003.5,851334397.5,871561656.0,891992404.5,912370451.0,932992248.0,953996192.0,975563922.5,997344862.0,1017995461.0,1039658743.5,1062200564.5,1086112425.5,1110938707.5,1136588793.5,1163317118.0,1190648766.5,1217881937.0,1245027172.5,1273152781.0,
IDN,SP.POP.TOTL,Indonesia,"Population, total",131843848.0,135173655.0,138533541.0,141953163.0,145434834.0,148950540.0,152485035.0,156052152.0,159651381.0,163251124.0,166776185.0,170175065.0,173511154.0,176855065.0,180201630.0,183501098.0,186778238.0,190043744.0,193305168.0,196591828.0,199888057.0,203204348.0,206536095.0,209826788.0,213004668.0,216077790.0,219097902.0,222088495.0,225048008.0,227926649.0,230871650.0,233951652.0,237062337.0,240157903.0,243220028.0,246305322.0,249470032.0,252698525.0,255852467.0,258877399.0,261799249.0,264627418.0,267346658.0,269951846.0,272489381.0,274814866.0,276758053.0,278830529.0,281190067.0,
IDB,SP.POP.TOTL,IDA blend,"Population, total",180809761.0,186194723.0,191843779.0,197714997.0,203985591.0,211331419.0,219068621.0,226374922.0,233316891.0,240217749.0,247621430.0,255360434.0,263310163.0,271432823.0,279661793.0,288176590.0,296807647.0,305137505.0,313404363.0,321809220.0,330471649.0,339419508.0,348442681.0,357598998.0,366802384.0,376430953.0,386483472.0,396280295.0,406185760.0,416552454.0,427064487.0,437847651.0,449445968.0,461461442.0,473612630.0,485934443.0,498002443.0,509513096.0,520502873.0,531341156.0,541987714.0,552474265.0,563290702.0,574487740.0,585824310.0,597524859.0,609556583.0,621500917.0,633230238.0,
IDA,SP.POP.TOTL,IDA total,"Population, total",584300234.0,599688584.0,615372616.0,631958710.0,649654167.0,667677170.0,685834141.0,705010143.0,724856444.0,744819033.0,765420624.0,786547184.0,808200460.0,830136818.0,852474775.0,875155900.0,898197050.0,922434198.5,947852649.0,973370196.5,999276289.0,1025752569.5,1052340077.5,1079175177.5,1106123930.0,1133395251.5,1161268164.5,1189916772.0,1219064128.0,1248451457.5,1278398884.5,1309409307.0,1341438372.5,1373831893.0,1406604878.0,1439930635.0,1473566365.5,1506857958.0,1538498334.0,1570999899.5,1604188278.5,1638586690.5,1674229409.5,1711076533.5,1749141428.0,1788173625.5,1827438520.0,1866528089.5,1906383019.0,
IBT,SP.POP.TOTL,IDA & IBRD total,"Population, total",3197494325.0,3264075702.0,3330218383.0,3397524507.0,3466649271.0,3536954994.0,3609089669.0,3685043956.0,3762109361.0,3839296592.0,3918002286.0,3998725110.0,4081589183.0,4165012459.0,4248240134.0,4330689753.0,4411587746.0,4491324219.5,4570777029.0,4649243134.5,4727566480.0,4806199042.5,4884731620.5,4963254079.5,5040645749.0,5116723506.5,5192348769.5,5267145775.0,5341840046.0,5417128228.5,5492481029.5,5568236362.0,5643505922.5,5720065907.0,5797994405.0,5876645582.0,5956718726.5,6038997419.0,6120638810.0,6201871546.5,6281302513.5,6360570925.5,6440496862.5,6518627024.5,6594857152.0,6667541078.5,6733337540.0,6795222291.5,6858957145.0,
IBD,SP.POP.TOTL,IBRD only,"Population, total",2613194091.0,2664387118.0,2714845767.0,2765565797.0,2816995104.0,2869277824.0,2923255528.0,2980033813.0,3037252917.0,3094477559.0,3152581662.0,3212177926.0,3273388723.0,3334875641.0,3395765359.0,3455533853.0,3513390696.0,3568890021.0,3622924380.0,3675872938.0,3728290191.0,3780446473.0,3832391543.0,3884078902.0,3934521819.0,3983328255.0,4031080605.0,4077229003.0,4122775918.0,4168676771.0,4214082145.0,4258827055.0,4302067550.0,4346234014.0,4391389527.0,4436714947.0,4483152361.0,4532139461.0,4582140476.0,4630871647.0,4677114235.0,4721984235.0,4766267453.0,4807550491.0,4845715724.0,4879367453.0,4905899020.0,4928694202.0,4952574126.0,
HUN,SP.POP.TOTL,Hungary,"Population, total",10540525.0,10598677.0,10648031.0,10684822.0,10704152.0,10711122.0,10711848.0,10705535.0,10689463.0,10668095.0,10648713.0,10630564.0,10612741.0,10596487.0,10481719.0,10373988.0,10373400.0,10369341.0,10357523.0,10343355.0,10328965.0,10311238.0,10290486.0,10266570.0,10237530.0,10210971.0,10187576.0,10158608.0,10129552.0,10107146.0,10087065.0,10071370.0,10055780.0,10038188.0,10022650.0,10000023.0,9971727.0,9920362.0,9893082.0,9866468.0,9843028.0,9814023.0,9787966.0,9775564.0,9771141.0,9750149.0,9709891.0,9644377.0,9592186.0,
HTI,SP.POP.TOTL,Haiti,"Population, total",5099086.0,5198357.0,5299476.0,5402580.0,5507590.0,5614493.0,5723725.0,5835937.0,5951096.0,6069230.0,6190862.0,6316122.0,6445123.0,6578145.0,6714730.0,6854441.0,6995450.0,7136571.0,7278181.0,7419771.0,7562546.0,7707557.0,7854298.0,8002143.0,8151296.0,8303151.0,8455918.0,8607641.0,8759912.0,8910263.0,9061273.0,9216562.0,9373296.0,9530774.0,9689581.0,9803294.0,9914904.0,10069771.0,10222362.0,10373235.0,10523242.0,10671457.0,10817754.0,10962362.0,11105163.0,11243848.0,11374586.0,11503606.0,11637398.0,
MCO,SI.POV.DDAY,Monaco,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAR,SI.POV.DDAY,Morocco,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),,,,,,,,,,13.2,,,,,,4.7,,,,,,,,8.4,,7.9,,,,,,4.2,,,,,,,1.4,,,,,,,,,,,
MAF,SI.POV.DDAY,St. Martin (French part),Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAC,SI.POV.DDAY,"Macao SAR, China",Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LVA,SI.POV.DDAY,Latvia,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,2.4,1.6,0.6,1.3,1.7,1.7,1.0,1.1,1.2,0.8,0.7,0.6,0.8,0.4,0.2,0.5,0.4,,,
LUX,SI.POV.DDAY,Luxembourg,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.3,0.1,0.3,0.3,0.1,0.0,0.1,,,
LTU,SI.POV.DDAY,Lithuania,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7,1.8,1.5,1.3,1.4,2.2,1.5,0.7,0.9,0.7,1.3,0.7,1.3,1.0,0.9,0.5,0.2,0.3,,,
LTE,SI.POV.DDAY,Late-demographic dividend,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LSO,SI.POV.DDAY,Lesotho,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),,,,,,,,,,,,54.0,,,,,,,,53.7,,,,,,,,66.3,,,,,,,,,,,,,,,32.4,,,,,,,
LMY,SI.POV.DDAY,Low & middle income,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),,,,,,,58.4,57.4,56.1,54.0,52.0,50.0,48.7,46.3,49.4,48.8,48.0,46.9,46.1,43.4,41.2,39.2,38.9,39.2,37.9,36.7,35.5,33.5,31.4,29.0,26.6,25.4,23.8,22.7,21.5,19.3,17.1,15.9,14.1,13.4,12.8,12.4,11.3,10.5,10.7,11.7,11.4,10.8,,
LMC,SI.POV.DDAY,Lower middle income,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),,,,,,,53.2,52.4,50.9,50.1,49.2,48.5,48.3,47.3,46.9,46.5,45.7,44.5,44.2,43.0,42.2,40.8,,,,,,38.5,37.0,35.1,33.4,31.7,29.8,28.5,27.0,23.8,21.2,19.8,19.0,18.0,17.1,16.5,14.3,12.6,12.9,14.8,13.8,12.6,,
LKA,SI.POV.DDAY,Sri Lanka,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),,,,,,,,,,,17.2,,,,,11.6,,,,,11.8,,,,,,,11.0,,,,5.6,,,3.5,,,2.6,,,,1.3,,,1.0,,,,,
LIE,SI.POV.DDAY,Liechtenstein,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LIC,SI.POV.DDAY,Low income,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),,,,,,,,,,,,,,,,,,,,,64.2,63.1,62.2,61.6,60.7,59.9,58.5,59.3,57.8,54.1,52.3,51.2,50.1,48.4,48.5,46.6,45.6,44.5,43.9,43.4,44.6,44.8,44.5,,,,,,,
LDC,SI.POV.DDAY,Least developed countries: UN classification,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LCN,SI.POV.DDAY,Latin America & Caribbean,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),,,,,,,15.4,16.1,18.9,18.5,17.1,12.3,15.0,15.6,15.1,16.3,15.8,15.7,15.6,14.4,14.0,15.3,15.1,14.9,15.1,13.8,13.5,12.6,12.3,11.3,10.7,8.9,7.7,7.0,6.7,5.9,5.5,5.1,4.6,4.3,4.1,4.3,4.3,4.2,4.2,3.8,4.5,3.5,,
LCA,SI.POV.DDAY,St. Lucia,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,
LBY,SI.POV.DDAY,Libya,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LBR,SI.POV.DDAY,Liberia,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.3,,,,,,,25.9,,27.6,,,,,,,,
LBN,SI.POV.DDAY,Lebanon,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,
LAO,SI.POV.DDAY,Lao PDR,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),,,,,,,,,,,,,,,,,,23.7,,,,,43.2,,,,,25.4,,,,,19.5,,,,,10.9,,,,,,7.1,,,,,,
LAC,SI.POV.DDAY,Latin America & Caribbean (excluding high income),Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KWT,SI.POV.DDAY,Kuwait,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KOR,SI.POV.DDAY,"Korea, Rep.",Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,0.2,,0.5,,0.2,,0.2,,0.2,0.2,0.2,0.0,0.0,0.0,,,
KNA,SI.POV.DDAY,St. Kitts and Nevis,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KIR,SI.POV.DDAY,Kiribati,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,,,,,,,,1.7,,,,,
KHM,SI.POV.DDAY,Cambodia,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KGZ,SI.POV.DDAY,Kyrgyz Republic,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),,,,,,,,,,,,,,,,,,,,,,,,,,38.2,33.4,31.1,25.7,11.6,13.6,8.4,8.8,3.3,1.5,3.5,1.3,2.6,2.6,1.0,2.2,1.1,1.3,0.7,0.7,1.3,0.7,0.3,,
KEN,SI.POV.DDAY,Kenya,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),,,,,,,,,,,,,,,,,,26.4,,25.9,,,25.4,,,,,,,,36.7,,,,,,,,,,29.4,,,,,35.0,36.1,,,
KAZ,SI.POV.DDAY,Kazakhstan,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),,,,,,,,,,,,,,,,,,,,,,7.9,,,,,12.8,8.9,6.2,3.3,8.7,1.0,0.4,0.2,0.2,0.2,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,,,
JPN,SI.POV.DDAY,Japan,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,0.0,,,0.7,,,,,,,,,,,
JOR,SI.POV.DDAY,Jordan,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),,,,,,,,,,,,0.0,,,,,,0.0,,,,,0.0,,,,,0.2,,,,0.1,,0.0,,0.0,,,,,,,,,,,,,,
JAM,SI.POV.DDAY,Jamaica,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),,,,,,,,,,,,,,4.6,,2.9,,,8.1,,,2.6,,,2.3,,,2.1,,1.2,,,,,,,,,,,,,,0.1,,,0.3,,,
ITA,SI.POV.DDAY,Italy,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),,,0.2,0.5,0.5,0.2,0.0,0.0,0.2,0.0,,0.2,1.0,,0.0,,0.2,,1.2,,0.7,,,1.7,,1.2,,1.5,0.8,0.6,0.6,0.7,0.7,0.7,0.9,1.3,1.2,1.2,1.4,1.2,1.9,1.6,1.4,1.5,1.0,0.8,0.8,,,
ISR,SI.POV.DDAY,Israel,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),,,,,0.0,,,,,,,0.2,,,,,,0.2,,,,,0.2,,,,0.2,0.5,0.5,0.5,0.5,0.2,0.5,0.5,0.5,0.5,0.2,0.5,0.5,0.5,0.5,0.2,0.5,0.5,0.7,0.4,0.2,,,
ISL,SI.POV.DDAY,Iceland,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.2,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
